firmname,firmfounding,firmstate,firmzip,firmtype,firmmsa,firmtype2,d,remove
Basepoint Ventures,2014.1.1,CA,90001,Private Equity Firm,4480,IVC,1,
Basis Set Ventures LLC,2017.1.26,CA,94025,Private Equity Firm,7360,IVC,1,
Basis Vectors Inc,2019.11.18,CA,95070,Investment Management Firm,7400,Financial,1,
Bass & Associates A Professional Corp,1989.1.1,CA,90010,Private Equity Firm,4480,IVC,1,
Basset Investment Group LLC,2010.1.20,NY,10012,Private Equity Firm,5600,IVC,1,
Bastion Capital Corporation,1990.1.1,CA,90067,Private Equity Firm,4480,IVC,1,
Batavia Group Ltd,1988.1.1,NY,10021,Service Provider,5600,Other,1,
Batshit Crazy Ventures,2018.1.1,CO,80301,Private Equity Firm,1125,IVC,1,
Battelle Ventures LP,2003.8.31,NJ,8628,Private Equity Firm,8480,IVC,1,
Batterson Cross Zakin Venture Partners LLC,1988.1.1,IL,60606,Private Equity Firm,1600,IVC,1,
Battery Ventures LP,1983.1.1,MA,2210,Private Equity Firm,1120,IVC,1,
Battle Born Ventures LLC,1969.1.1,NV,89102,Government Affiliated Program,4120,Non-Financial,1,
Battle Investment Group LLC,2015.1.1,GA,30327,Investment Management Firm,520,Financial,1,
Battle Monument Group LLC,2020.1.1,VA,23219,Private Equity Firm,6760,IVC,1,
Batu Capital Investments MJT LLC,2018.7.23,NY,10010,Private Equity Firm,5600,IVC,1,
Baukunst Fund I L.P,2022.1.1,MA,2139,Private Equity Firm,0,IVC,1,
Baum Capital Partners Management LLC,2018.1.1,MO,64112,Private Equity Firm,3760,IVC,1,
Baxter International Inc,1983.1.1,IL,60015,Corporate PE/Venture,1600,CVC,1,
Baxter Ventures LLC,2011.7.28,IL,60015,Corporate PE/Venture,1600,CVC,1,
Bay Bridge Ventures Management LLC,2022.2.3,CA,94704,Private Equity Firm,5775,IVC,1,
Bay Capital Investment Partners,2007.1.1,RI,2903,Investment Management Firm,6480,Financial,1,
Bay City Capital LLC,1997.1.1,CA,94111,Private Equity Firm,7360,IVC,1,
Bay Grove Capital LLC,2007.1.1,CA,94133,Private Equity Firm,7360,IVC,1,
"Bay Hills Capital Partners II, LP.",2006.1.1,CA,94111,Private Equity Advisor or Fund of Funds,7360,Financial,1,
Bay Island Capital LLC,2020.1.1,FL,34236,Private Equity Firm,7510,IVC,1,
Bay Partners,1976.1.1,CA,94025,Private Equity Firm,7360,IVC,1,
Bay Venture Group,1981.1.1,CA,94104,Private Equity Firm,7360,IVC,1,
Bay Ventures LLC,2005.5.1,CA,94025,Private Equity Firm,7360,IVC,1,
Bay View Ventures LLC,1984.1.1,CA,90001,Private Equity Firm,4480,IVC,1,
BayMed Venture Partners,2020.7.31,CA,94114,Private Equity Firm,7360,IVC,1,
BayNorth Capital LLC,2004.1.1,MA,2111,Private Equity Firm,1120,IVC,1,
Bayboston Managers LLC,2014.10.29,MA,2459,Private Equity Firm,1120,IVC,1,
Baylogics Inc(Workplaceiq Inc),2002.1.1,CA,92101,Corporate PE/Venture,7320,CVC,1,
Baymark Partners LP,2008.1.1,TX,75024,Private Equity Firm,1920,IVC,1,
Bayou City Energy LP,2015.1.1,TX,77002,Private Equity Firm,3360,IVC,1,
Baypine LP,2020.1.1,MA,2116,Private Equity Firm,1120,IVC,1,
Bayrock Financial & Development Corp,2011.4.1,MA,2043,Private Equity Firm,1120,IVC,1,
Bayside Capital Inc,2004.1.1,FL,33131,Investment Management Firm,5000,Financial,1,
Bb&T Capital Partners LLC,1997.1.1,NC,27101,Bank Affiliated,3120,Financial,1,
Bbv GP I LLC,2017.1.1,CA,95070,Private Equity Firm,7400,IVC,1,
Bco Venture Fund I Gp LLC,2019.1.1,CA,94952,Corporate PE/Venture,7500,CVC,1,
Bdo Capital Advisors LLC,1981.1.1,CA,92626,Bank Affiliated,5945,Financial,1,
Be Curious Partners Fund I LP,2017.1.1,DE,19808,Private Equity Firm,9160,IVC,1,
Be Great Partners LLC,2012.4.20,CA,90036,Incubator/Development Program,4480,Non-Financial,1,
Bea Capital LLC,1992.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Beach Point Capital Management LP,2009.1.1,CA,90404,Investment Management Firm,0,Financial,1,
Beach Real Estate Funds LLC,2018.1.1,SC,29401,Private Equity Firm,1440,IVC,1,
Beachhead Capital,2000.1.1,CA,94539,Corporate PE/Venture,5775,CVC,1,
Beachside Capital LLC,2009.4.27,CT,6880,Private Equity Firm,8040,IVC,1,
Beacon Angels Services LLC,2006.1.1,MA,2108,Angel Group,1120,Angel,1,
Beacon Capital Partners LLC,1998.1.1,MA,2109,Private Equity Firm,1120,IVC,1,
Beacon Development Co,1989.1.1,NC,28202,Private Equity Firm,1520,IVC,1,
Beacon Equity Partners LLC,2007.7.20,MA,2116,Private Equity Firm,1120,IVC,1,
Beacon Global Private Equity LLC,1999.1.1,MD,20814,Investment Management Firm,8840,Financial,1,
Beacon Life Sciences,2001.1.1,MA,2215,Bank Affiliated,1120,Financial,1,
Beacon Management,1986.1.1,FL,33069,Private Equity Firm,2680,IVC,1,
Beacon Partners Inc,1976.1.1,CT,6902,Private Equity Firm,8040,IVC,1,
Beacon Technology Ventures LP,2000.9.1,MA,2215,Private Equity Firm,1120,IVC,1,
Beacon Venture Partners LLC,2022.1.1,MA,2114,Private Equity Firm,1120,IVC,1,
Beaconhouse Capital Management LLC,2009.5.6,NY,10001,Private Equity Firm,5600,IVC,1,
Beal Capital LLC,2022.1.1,MI,48197,Private Equity Firm,440,IVC,1,
Beamonte Capital Partners LLC,2012.1.1,MA,2116,Investment Management Firm,1120,Financial,1,
Beanstalk Ventures LP,2013.8.30,NY,10530,Private Equity Firm,5600,IVC,1,
Bear Creek Venture Partners,1998.1.1,WA,98104,Private Equity Firm,7600,IVC,1,
Bear Growth Capital Partners LP,2003.1.1,NY,10179,Bank Affiliated,5600,Financial,1,
Bear Stearn Venture Partners LLC,1999.11.1,NY,10022,Bank Affiliated,5600,Financial,1,
Bear Ventures,1999.1.1,NY,10012,Private Equity Firm,5600,IVC,1,
Bearing Ventures,2015.1.1,TX,77001,Private Equity Firm,3360,IVC,1,
"Beartooth Capital Partners, LLC",2011.1.1,MT,59715,Private Equity Firm,0,IVC,1,
Becker Communications Associates II,1981.1.1,IL,60001,Private Equity Firm,1600,IVC,1,
Becker Communications Inc,2002.1.1,UN,NA,Other,0,Other,1,
Becker Technological Associates,1968.1.1,NY,10022,Bank Affiliated,5600,Financial,1,
Bedford Funding Capital Management LLC,2006.1.1,NY,10604,Private Equity Firm,5600,IVC,1,
Bedminster Capital Management LLC,2003.12.18,NJ,7921,Other,5015,Other,1,
Bedrock Fund Management LLC,2017.1.1,NY,10012,Private Equity Firm,5600,IVC,1,
Bedrock Group LLC,2003.9.16,MD,20859,Private Equity Firm,8840,IVC,1,
Bee Partners LLC,2009.1.1,CA,94133,Incubator/Development Program,7360,Non-Financial,1,
Beechtree Capital Ltd,1992.1.1,AZ,85266,Investment Management Firm,6200,Financial,1,
Beechwood Capital LP,1969.1.1,MA,2481,Private Equity Firm,1120,IVC,1,
Beecken Petty O'Keefe & Company LLC,1996.1.1,IL,60603,Private Equity Firm,1600,IVC,1,
Beehive Venture Partners,2019.1.1,UT,84005,Angel Group,6520,Angel,1,
Beekman Group LLC,2004.1.1,NY,10036,Private Equity Firm,5600,IVC,1,
Behind Genius Ventures LLC,2021.1.1,CA,90019,Private Equity Firm,4480,IVC,1,
Behr Salyard & Partners LP,1989.1.1,PA,15001,Private Equity Firm,6280,IVC,1,
Behrman Capital LP,1991.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
BelHealth Investment Partners LLC,2011.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Belay Investment Group LLC,2014.10.21,CA,91403,Investment Management Firm,4480,Financial,1,
Belgravia Capital Partners LLC,2000.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Beliade,2015.1.1,NY,10001,Investment Management Firm,5600,Financial,1,
Bell Partners Inc,1976.1.1,NC,27401,Private Equity Firm,3120,IVC,1,
Bellco Capital LLC,2003.1.1,CA,90067,Private Equity Firm,4480,IVC,1,
"Belle Capital Management, LLC",2010.9.28,MI,48326,Angel Group,2160,Angel,1,
Belle Michigan Fund LP,2012.1.1,MI,48236,Private Equity Firm,2160,IVC,1,
Belleau Development LLC,1999.1.1,MO,63109,Private Equity Firm,7040,IVC,1,
Bellingham Angel Group LLC,2005.1.1,WA,98225,Angel Group,860,Angel,1,
Bellingham Angel Investors A Nonprofit Corp,2005.1.1,WA,98225,Angel Group,860,Angel,1,
Bellsouth LLC,1983.12.31,GA,30309,Corporate PE/Venture,520,CVC,1,
Belltower Fund Group Ltd,2020.1.1,WA,98104,Private Equity Firm,7600,IVC,1,
Belvedere Capital Partners Ii LLC,1999.1.1,CA,94104,Investment Management Firm,7360,Financial,1,
Belveron Partners Fund V LP,2006.1.1,CA,94104,Private Equity Firm,7360,IVC,1,
Ben Franklin Technology Partners Of Central And Northern Pa,1983.1.1,PA,16803,Government Affiliated Program,8050,Non-Financial,1,
Ben Franklin Technology Partners Of Northeastern Pa,1983.1.1,PA,18015,Government Affiliated Program,240,Non-Financial,1,
Ben Franklin Technology Partners Southeastern PA,1982.1.1,PA,19112,Government Affiliated Program,6160,Non-Financial,1,
Benaroya Co,1995.9.1,WA,98006,Private Equity Firm,7600,IVC,1,
Bencas Capital LLC,1999.1.1,NJ,7934,Individuals,5015,Angel,1,
Benchmark Capital,1995.1.1,CA,94062,Private Equity Firm,7360,IVC,1,
Benchmark Real Estate Group LLC,2009.1.1,NY,10065,Private Equity Firm,5600,IVC,1,
Bendigo Partners LLC,2008.5.31,NY,10017,Private Equity Firm,5600,IVC,1,
Beneficial Capital Corp,1981.1.1,NY,10022,Bank Affiliated,5600,Financial,1,
Benefit Capital Partners LP,1991.1.1,CT,6817,Private Equity Firm,1930,IVC,1,
Benefit Street Partners LLC,2008.1.1,NY,10019,Private Equity Firm,5600,IVC,1,
Beneventure Capital LLC,1999.1.1,CA,94108,Individuals,7360,Angel,1,
Benevolent Capital LLC,2005.1.1,VA,22902,Private Equity Firm,1540,IVC,1,
Benford Capital Partners LLC,2004.1.1,IL,60601,Private Equity Firm,1600,IVC,1,
Bengal Capital LLC,2006.1.1,IL,60605,Private Equity Firm,1600,IVC,1,
Benhamou Global Ventures LLC,2003.1.1,CA,94301,Private Equity Firm,7400,IVC,1,
Beni Venture Capital,2018.1.1,FL,33131,Private Equity Firm,5000,IVC,1,
Bennett Capital Partners LLC,1999.7.30,VA,22314,Private Equity Firm,8840,IVC,1,
Benson Capital Partners LLC,2020.1.1,LA,70112,Private Equity Firm,5560,IVC,1,
Bentallgreenoak Real Estate Advisors LP,2010.1.1,NY,10017,Investment Management Firm,5600,Financial,1,
Bentley Capital,1987.8.27,CA,94133,Private Equity Firm,7360,IVC,1,
Bentley iTwin Ventures,2020.1.1,PA,19341,Corporate PE/Venture,6160,CVC,1,
Berengaria Development,2008.1.1,WI,53202,Investment Management Firm,5080,Financial,1,
Berens Capital Management LLC,2000.6.30,NY,10020,Private Equity Firm,5600,IVC,1,
Berenson & Company LLC,1990.1.1,NY,10065,Investment Management Firm,5600,Financial,1,
Beresford Ventures LLC,2018.1.1,FL,33131,Private Equity Firm,5000,IVC,1,
Berg Venture Capital,2022.1.1,MA,1701,Corporate PE/Venture,1120,CVC,1,
Bergen Asset Management LLC,2011.3.17,NY,10018,Private Equity Firm,5600,IVC,1,
Berggruen Holdings Ltd,1984.1.1,CA,90013,Investment Management Firm,4480,Financial,1,
Bering Capital,2020.1.1,CA,94108,Private Equity Firm,7360,IVC,1,
Beringea LLC,1988.1.1,MI,48334,Private Equity Firm,2160,IVC,1,
Berkeley Advisors Group LLC,2005.1.1,CA,94104,Investment Management Firm,7360,Financial,1,
Berkeley Angel Network,2011.1.1,CA,94720,Angel Group,5775,Angel,1,
Berkeley Associates,1981.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Berkeley Capital Ltd,2020.1.1,OH,44122,Private Equity Firm,1680,IVC,1,
Berkeley Catalyst Fund I LP,2017.1.1,CA,95014,University Program,7400,Non-Financial,1,
Berkeley Consulting Group,1982.1.1,UN,NA,Service Provider,0,Other,1,
Berkeley Frontier Fund LP,2022.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Berkeley International Capital Corp,1977.1.1,CA,94108,Private Equity Firm,7360,IVC,1,
Berkeley SkyDeck Fund I LP,2012.1.1,CA,94704,University Program,5775,Non-Financial,1,
Berkeley Technology,1985.1.1,UN,NA,Corporate PE/Venture,0,CVC,1,
Berkley Capital LLC,2002.8.16,CT,6830,Corporate PE/Venture,8040,CVC,1,
Berkshire Partners LLC,1984.1.1,MA,2116,Private Equity Firm,1120,IVC,1,
Berkshire Property Advisors LLC,1969.1.1,MA,2108,Investment Management Firm,1120,Financial,1,
Berkshires Capital Investors LP,1997.1.1,MA,1267,Private Equity Firm,6320,IVC,1,
Berkwood Capital Ltd,2020.5.22,NY,10017,Private Equity Firm,5600,IVC,1,
Berliner Associates,1980.1.1,CA,94025,Private Equity Firm,7360,IVC,1,
Bernhard Capital Partners Management LP,2014.1.1,LA,70802,Private Equity Firm,760,IVC,1,
Bertelsmann Digital Media Investments,1998.1.1,NY,10019,Corporate PE/Venture,5600,CVC,1,
Berthel Fisher & Company Planning Inc,1997.1.1,IA,52402,Bank Affiliated,1360,Financial,1,
Bertram Capital Management LLC,2006.1.1,CA,94404,Private Equity Firm,7360,IVC,1,
Berwind Private Equity,2011.1.1,MA,1451,Private Equity Firm,1120,IVC,1,
BesCo Inc,1979.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Bespoke Capital Partners LLC,2014.1.1,FL,33401,Private Equity Firm,8960,IVC,1,
Bessemer Investors LLC,2019.1.1,NY,10020,Private Equity Firm,5600,IVC,1,
Bessemer Trust Co,1998.1.1,NY,10111,Private Equity Advisor or Fund of Funds,5600,Financial,1,
Best Buy Capital LP,2008.1.1,MN,55423,Corporate PE/Venture,5120,CVC,1,
Best Foods Inc,1983.1.1,NJ,7632,Corporate PE/Venture,875,CVC,1,
Best Patterson Crothers & Yeoham Ltd,1990.1.1,TX,75201,Private Equity Firm,1920,IVC,1,
Besten Sales Corp,1991.1.1,CA,94305,"Endowment, Foundation or Pension Fund",7400,Financial,1,
Bestige Holdings LLC,2016.1.1,UT,84060,Investment Management Firm,0,Financial,1,
Bet Com,2002.1.1,DC,20036,Corporate PE/Venture,8840,CVC,1,
Beta Boom LLC,2017.1.1,CA,90001,Private Equity Firm,4480,IVC,1,
Beta Bridge Capital LP,2021.1.1,NJ,8542,Private Equity Firm,8480,IVC,1,
Beta Fund LLC,2012.1.1,MA,2467,Private Equity Firm,1120,IVC,1,
Beta Investments Inc,1995.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Beta Partners LP,1983.5.1,MA,2109,Private Equity Firm,1120,IVC,1,
Betaworks Studio LLC,2008.1.1,NY,10014,Private Equity Firm,5600,IVC,1,
Better Capitallabs,2019.1.1,CA,95148,Incubator/Development Program,0,Non-Financial,1,
Better Tomorrow Ventures LLC,2019.1.1,CA,94103,Private Equity Firm,7360,IVC,1,
Better Ventures LLC,2010.1.1,CA,94612,Incubator/Development Program,5775,Non-Financial,1,
Bettor Capital LLC,2021.1.1,NJ,7030,Private Equity Firm,3640,IVC,1,
Beverly Capital LLC,2011.1.1,IL,60201,Private Equity Firm,1600,IVC,1,
Beyond Capital Fund,2009.1.1,TX,75254,"Endowment, Foundation or Pension Fund",1920,Financial,1,
Beyond Capital Ventures,2021.1.1,TX,75205,Private Equity Firm,1920,IVC,1,
Bezos Expeditions,2003.1.1,WA,98040,Private Equity Firm,7600,IVC,1,
Bg Affiliates LLC,1996.1.1,MA,2108,Private Equity Firm,1120,IVC,1,
Bhg Vc,2022.1.1,FL,33324,Corporate PE/Venture,2680,CVC,1,
Bhg Ventures LLC,2021.1.1,MI,48076,Private Equity Firm,2160,IVC,1,
Bia Capital Corp,1993.1.1,VA,20101,Private Equity Firm,8840,IVC,1,
Bia Digital Partners LP,2001.1.1,VA,20151,Private Equity Firm,8840,IVC,1,
Bibb Co,1985.1.1,CT,6830,Private Equity Firm,8040,IVC,1,
Bienville,2002.1.1,UN,NA,Other,0,Other,1,
Bienville Capital Management LLC,2008.1.1,NY,10175,Investment Management Firm,5600,Financial,1,
Big Basin Management LLC,2013.11.15,CA,95014,Private Equity Firm,7400,IVC,1,
Big Basin Partners LP,1969.1.1,WA,98074,Private Equity Firm,7600,IVC,1,
Big Brain Holdings,1969.1.1,CA,90001,Private Equity Firm,4480,IVC,1,
Big Idea Ventures,2018.1.1,NY,10005,Private Equity Firm,5600,IVC,1,
Big Labs LLC,2020.1.1,CA,94105,Incubator/Development Program,7360,Non-Financial,1,
Big Sky Partners,1999.1.1,CA,94965,Private Equity Firm,7360,IVC,1,
BigStory VC LLC,2022.1.1,CA,91789,Private Equity Firm,4480,IVC,1,
Bigler Investments LLC,1983.1.1,CT,6001,Private Equity Advisor or Fund of Funds,3280,Financial,1,
Bigr Ventures GP LLC,2015.12.1,CO,80301,Private Equity Firm,1125,IVC,1,
Bilgola Capital LLC,2008.12.5,MD,20854,Private Equity Firm,8840,IVC,1,
Bill Poduska,1986.1.1,MA,2111,Individuals,1120,Angel,1,
Bill Wood Ventures LP,2018.1.1,TX,73301,Private Equity Firm,640,IVC,1,
Biltmore Ventures LP,2006.1.1,AZ,85027,Private Equity Firm,6200,IVC,1,
Bilzerian Partners Lp,1987.1.1,FL,33602,Private Equity Firm,8280,IVC,1,
Bima Entertainment Ltd,1977.1.1,CA,92037,Private Equity Firm,7320,IVC,1,
Binary Capital Management LLC,2014.1.1,CA,94103,Investment Management Firm,7360,Financial,1,
Bindley Capital Partners LLC,2001.1.1,IN,46268,Private Equity Firm,3480,IVC,1,
Bing Fund,2012.1.1,WA,98004,Incubator/Development Program,7600,Non-Financial,1,
Binney Street Capital Fund LLC,2020.1.1,MA,2215,Corporate PE/Venture,1120,CVC,1,
Bio Equity Risk Management LLC,2009.1.1,MA,2116,Private Equity Firm,1120,IVC,1,
"Bio-Investigations, Ltd.",1987.1.1,CT,6443,Private Equity Firm,5480,IVC,1,
BioAdvance,2002.1.1,PA,19087,Government Affiliated Program,6160,Non-Financial,1,
BioGenerator,2003.1.1,MO,63110,Incubator/Development Program,7040,Non-Financial,1,
BioInnovation Capital I LP,2016.1.1,MA,2142,Corporate PE/Venture,1120,CVC,1,
BioInspire,2012.1.1,AZ,85381,Incubator/Development Program,6200,Non-Financial,1,
BioVentures Investors LLC,1997.1.1,MA,2481,Private Equity Firm,1120,IVC,1,
BioWise Capital LLC,2018.1.1,TX,75201,Corporate PE/Venture,1920,CVC,1,
Biocrossroads,2002.2.13,IN,46204,Private Equity Firm,3480,IVC,1,
Bioeconomy Capital GP LLC,2014.10.16,WA,98103,Private Equity Firm,7600,IVC,1,
Biofuels Capital Partners LLC,2007.1.1,MA,2132,Private Equity Firm,1120,IVC,1,
Biogen New Ventures Inc,2004.1.1,MA,2493,Corporate PE/Venture,1120,CVC,1,
Biomatics Capital Partners LP,2016.1.1,WA,98104,Private Equity Firm,7600,IVC,1,
Biomec Inc,1999.1.1,OH,44114,Corporate PE/Venture,1680,CVC,1,
Bionexus Ventures LLC,2001.10.1,TX,77008,Private Equity Firm,3360,IVC,1,
Bionx Holdings Corp,1999.3.9,NY,10001,Private Equity Firm,5600,IVC,1,
Biorock Ventures GP I LLC,2017.1.1,CA,94101,Private Equity Firm,7360,IVC,1,
Bios Partners,2015.1.1,TX,76107,Private Equity Firm,2800,IVC,1,
Biosphere Investment Group LLC,2022.1.1,WA,98028,Angel Group,7600,Angel,1,
Biospring Management Partners LP,2020.1.1,MA,2116,Private Equity Firm,1120,IVC,1,
Biostar Ventures II LLC,2003.1.1,MI,49770,Private Equity Firm,0,IVC,1,
BiotechVest LP,2009.1.1,NY,10018,Private Equity Firm,5600,IVC,1,
Biotechonomy Ventures LLC,2005.1.1,MA,2199,Private Equity Firm,1120,IVC,1,
Biotransplant Inc,2002.1.1,MA,2129,Corporate PE/Venture,1120,CVC,1,
Bioverge Funds Management LLC,2016.1.1,CA,94108,Private Equity Firm,7360,IVC,1,
Biovest Partners,1986.1.1,CA,92130,Private Equity Firm,7320,IVC,1,
Biovia Corp,1993.1.1,NJ,8512,Corporate PE/Venture,5015,CVC,1,
Biovista Management LLC,2003.1.1,NC,27713,Private Equity Firm,6640,IVC,1,
Birch Equity Partners LLC,2014.1.1,GA,30305,Private Equity Firm,520,IVC,1,
Birchmere Ventures,1996.1.1,PA,15222,Private Equity Firm,6280,IVC,1,
Birchwood Healthcare Partners,2014.1.1,IL,60604,Investment Management Firm,1600,Financial,1,
Bird Dog Equity Partners LLC,2010.1.1,SD,57104,Private Equity Firm,7760,IVC,1,
Birge & Held Asset Management LLC,2008.1.1,IN,46260,Investment Management Firm,3480,Financial,1,
Bishop Capital LP,1987.5.1,NJ,7081,SBIC,5640,Financial,1,
Bisk Ventures Inc,2015.1.1,FL,33619,Private Equity Firm,8280,IVC,1,
Bison Capital Asset Management LLC,2001.1.1,CA,90401,Private Equity Firm,4480,IVC,1,
Bison Capital Group LLC,2010.1.1,OK,73013,Private Equity Firm,5880,IVC,1,
Bison Ventures,2021.10.31,WA,98109,Private Equity Firm,0,IVC,1,
Bison Ventures Inc,2001.1.1,OR,97201,Private Equity Firm,6440,IVC,1,
BitAngels,2013.1.1,TX,78759,Angel Group,640,Angel,1,
BitFury Capital,2014.1.1,DC,20005,Corporate PE/Venture,8840,CVC,1,
Bitterblue Investments LLC,2019.1.1,TX,78701,Corporate PE/Venture,640,CVC,1,
Bitworks Inc,2009.1.1,AR,72753,Corporate PE/Venture,2580,CVC,1,
Biynah Industrial Partners LLC,1969.1.1,MN,55416,Private Equity Firm,5120,IVC,1,
Bizdom,2007.1.1,MI,48226,Incubator/Development Program,2160,Non-Financial,1,
Bk-Xl,2022.1.1,NY,11201,Incubator/Development Program,5600,Non-Financial,1,
Black Bay Energy Capital LLC,2015.12.21,LA,70163,Private Equity Firm,5560,IVC,1,
Black Beret Life Sciences LLC,2015.1.13,TX,77001,Corporate PE/Venture,3360,CVC,1,
Black Canyon Capital LLC,2004.9.30,CA,90067,Private Equity Firm,4480,IVC,1,
Black Coral Capital LLC,2008.1.1,NY,10165,Private Equity Firm,5600,IVC,1,
Black Creek Group,1993.1.1,CO,80202,Investment Management Firm,2080,Financial,1,
Black Diamond Capital Management LLC,1995.1.1,CT,6902,Private Equity Firm,8040,IVC,1,
Black Diamond Capital Partners I LP,2005.1.1,TX,78701,Private Equity Firm,640,IVC,1,
Black Diamond Financial Group LLC,2014.1.1,CO,80202,Private Equity Firm,2080,IVC,1,
Black Diamond Ventures Inc,1998.1.1,CA,91203,Private Equity Firm,4480,IVC,1,
Black Dog Ventures LLC,1999.9.3,AZ,85284,Private Equity Firm,6200,IVC,1,
Black Dragon Capital LLC,2015.1.1,FL,33474,Private Equity Firm,8960,IVC,1,
Black Girl Ventures Foundation,2016.1.1,DC,20016,Private Equity Firm,8840,IVC,1,
Black Granite Capital,2017.1.1,NY,10165,Private Equity Firm,5600,IVC,1,
Black Hills Partners,2012.1.1,SD,57769,Private Equity Firm,0,IVC,1,
Black Jays Investments LLC,2016.1.1,NY,10011,Private Equity Firm,5600,IVC,1,
Black Lab Sports LLC,2014.1.1,CO,80301,Private Equity Firm,1125,IVC,1,
Black Lab Venture Studio,2020.1.1,DC,20001,Private Equity Firm,8840,IVC,1,
Black Oak Associates Inc,1991.4.29,MD,21204,Private Equity Firm,720,IVC,1,
Black Oak Capital LLC,2015.1.1,UT,84111,Private Equity Firm,7160,IVC,1,
Black Opal Equity LLC,2009.1.1,NJ,7311,Private Equity Firm,3640,IVC,1,
Black Opal Ventures LLC,2021.1.1,NY,10020,Private Equity Firm,5600,IVC,1,
Black Operator Ventures LLC,2021.1.1,FL,33176,Private Equity Firm,5000,IVC,1,
Black River Asset Management LLC,2003.1.1,MN,55343,Investment Management Firm,5120,Financial,1,
Black Star Fund Management I LLC,2018.1.1,CA,95834,Private Equity Firm,6920,IVC,1,
Black Tech Nation,2017.1.1,PA,15122,Corporate PE/Venture,6280,CVC,1,
Black Wall Street Investments LLC,2015.1.1,NC,27709,Private Equity Firm,6640,IVC,1,
Blackbern Partners LLC,2010.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Blackbird Investment Group LLC,2014.10.29,IL,60654,Private Equity Firm,1600,IVC,1,
Blackeagle Partners Fund L P,2005.4.30,MI,48301,Private Equity Firm,2160,IVC,1,
Blackfin Real Estate Investors LLC,2016.1.1,VA,22201,Private Equity Firm,8840,IVC,1,
Blackford Capital LLC,2000.1.1,MI,49503,Private Equity Firm,3000,IVC,1,
